Title,Release_Date,release_year,Vote_Average,Popularity,Vote_Count,Original_Language,Genre,genres_list,main_genre,Overview,Poster_Url,combined_features
The Wild Thornberrys Movie,2002-12-20,2002,6.5,22.191,202,en,"Animation, Adventure, Family","['Animation', 'Adventure', 'Family']",Animation,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",https://image.tmdb.org/t/p/original/3TWZhAGCg6eb5EYyMCRPnRpM7vH.jpg,"animation adventure family eliza and debbie are two sisters who don't always get along. but their relationship is put to the test when debbie's life is in danger, and eliza might have to give up her power to talk to animals...."
The Dead Pool,1988-04-14,1988,6.3,22.185,606,en,"Action, Crime, Thriller","['Action', 'Crime', 'Thriller']",Action,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of actors and musicians. By the time Harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late...",https://image.tmdb.org/t/p/original/mqwGpW0Ptrvz1GmfCnLAOA4cQ8g.jpg,"action crime thriller dirty harry callahan returns for his final film adventure. together with his partner al quan, he must investigate the systematic murder of actors and musicians. by the time harry learns that the murders are a part of a sick game to predict the deaths of celebrities before they happen, it may be too late..."
After the Sunset,2004-11-12,2004,6.1,22.185,573,en,"Action, Comedy, Crime, Drama","['Action', 'Comedy', 'Crime', 'Drama']",Action,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",https://image.tmdb.org/t/p/original/1mo3OdxeR6pLgAVt4a3cyvUUQri.jpg,"action comedy crime drama an fbi agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers."
Echo Boomers,2020-11-13,2020,5.7,22.183,69,en,"Crime, Drama, Action","['Crime', 'Drama', 'Action']",Crime,Five post grads figure the best way to get back at the unfair economy and live the life they've always wanted is to steal from the rich and give to themselves.,https://image.tmdb.org/t/p/original/3DIUwV5Ipr0d1JhPOMNYZezM17i.jpg,crime drama action five post grads figure the best way to get back at the unfair economy and live the life they've always wanted is to steal from the rich and give to themselves.
In Your Eyes,2014-04-20,2014,7.2,22.183,589,en,"Drama, Science Fiction, Romance","['Drama', 'Science Fiction', 'Romance']",Drama,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",https://image.tmdb.org/t/p/original/4XAaMo2nBZR3eH8HU6AbPkBKEXI.jpg,"drama science fiction romance two seemingly unconnected souls from different corners of the united states make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken."
There's Something About Mario,2021-06-10,2021,5.8,22.177,22,pt,Comedy,['Comedy'],Comedy,"Mario decides to tell his family the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Vicente ruins his plans.",https://image.tmdb.org/t/p/original/suXQOby3Vtxth3WaCilyNiSGBb1.jpg,"comedy mario decides to tell his family the truth about himself. but when he is finally ready to come out in front of the entire family, his older brother vicente ruins his plans."
Mater,2017-09-21,2017,6.2,22.177,9,es,Drama,['Drama'],Drama,"Mater is a film about the struggle between love and law; about social differences and distances that these generate. And about love, that crosses all, allows all: both good and evil.",https://image.tmdb.org/t/p/original/eOF95C50o7cBSQ9m3albGEhOBRi.jpg,"drama mater is a film about the struggle between love and law; about social differences and distances that these generate. and about love, that crosses all, allows all: both good and evil."
Extinction,2015-08-07,2015,6.2,22.17,534,en,"Drama, Horror, Science Fiction","['Drama', 'Horror', 'Science Fiction']",Drama,"And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now.",https://image.tmdb.org/t/p/original/zwIDreu9pYCqKpv4jomqVM9yX1e.jpg,"drama horror science fiction and suddenly, overnight, the world came to a halt. two men, two survivors, one kid, and hatred that separates them. a place forgotten by everyone, including the creatures that inhabit the earth... until now."
Street Fighter,1994-12-23,1994,4.5,22.168,1125,en,"Action, Adventure, Thriller, Drama, Science Fiction","['Action', 'Adventure', 'Thriller', 'Drama', 'Science Fiction']",Action,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,https://image.tmdb.org/t/p/original/4ZJY8OSYtSQ5E0isMgjEesGN0re.jpg,action adventure thriller drama science fiction col. guile and various other martial arts heroes fight against the tyranny of dictator m. bison and his cohorts.
Stuck in Love,2013-06-14,2013,7.4,22.161,1642,en,"Drama, Comedy","['Drama', 'Comedy']",Drama,"An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",https://image.tmdb.org/t/p/original/qw34d1M7GtE4GPf0eI8QBnUEA0T.jpg,"drama comedy an acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year."
Beautiful Creatures,2013-02-13,2013,6.0,22.158,2523,en,"Fantasy, Drama, Romance","['Fantasy', 'Drama', 'Romance']",Fantasy,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.",https://image.tmdb.org/t/p/original/zCYFMTFGpBocjyLMOKrIhGdKF7o.jpg,"fantasy drama romance ethan wate just wants to get to know lena duchannes better, but unbeknownst to him, lena has strange powers.  as lena's 16th birthday approaches she might decide her fate, to be good or evil.  a choice which will impact her relationship forever."
Anchorman 2: The Legend Continues,2013-12-18,2013,6.1,22.155,2063,en,Comedy,['Comedy'],Comedy,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",https://image.tmdb.org/t/p/original/55volAzeebtFzyrx7DJkegvw8Ta.jpg,"comedy with the 70s behind him, san diego's top rated newsman, ron burgundy, returns to take new york's first 24-hour news channel by storm."
Mother's Job,2017-07-27,2017,4.7,22.154,3,ko,"Romance, Drama","['Romance', 'Drama']",Romance,"A young man falls in love with his friend's mother.  Hyun-woo, who returned to the military, starts a part-time job at a bar in a difficult situation, where he meets Yoo-sun, a woman who captures the hearts of customers with her skillful ways. Then one day, Hyun-woo, who was alone with her, finds himself in a shock with his friends Min-seok and Yoo-sun. When Hyun-woo confesses the truth after a hard time, Yoo-sun asks her to keep her relationship secret. Hyun-woo, who failed to reject Min-seok's proposal to live in his own home, begins a breathtaking cohabitation with Yoo-sun.",https://image.tmdb.org/t/p/original/hYVCfBkpi1ziTfinKzmh4PtC5g5.jpg,"romance drama a young man falls in love with his friend's mother.  hyun-woo, who returned to the military, starts a part-time job at a bar in a difficult situation, where he meets yoo-sun, a woman who captures the hearts of customers with her skillful ways. then one day, hyun-woo, who was alone with her, finds himself in a shock with his friends min-seok and yoo-sun. when hyun-woo confesses the truth after a hard time, yoo-sun asks her to keep her relationship secret. hyun-woo, who failed to reject min-seok's proposal to live in his own home, begins a breathtaking cohabitation with yoo-sun."
1922,2017-10-20,2017,5.9,22.149,2182,en,"Horror, Crime, Drama, History","['Horror', 'Crime', 'Drama', 'History']",Horror,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.",https://image.tmdb.org/t/p/original/q4FQOiSRhTLWulHl5Vpg37FMArH.jpg,"horror crime drama history a simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate."
Tangled: Before Ever After,2017-03-10,2017,6.8,22.147,312,en,"Adventure, Animation, Comedy, Family, Fantasy, TV Movie","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'TV Movie']",Adventure,"Rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. While she wholeheartedly loves Eugene, Rapunzel does not share his immediate desire to get married and settle down within the castle walls. Determined to live life on her own terms, she and her tough-as-nails Lady-in-Waiting Cassandra embark on a secret adventure where they encounter mystical rocks that magically cause Rapunzel's long blonde hair to grow back. Impossible to break and difficult to hide, Rapunzel must learn to embrace her hair and all that it represents.",https://image.tmdb.org/t/p/original/8BiZ8KXS0itmOx4uQw3E8UnmqEQ.jpg,"adventure animation comedy family fantasy tv movie rapunzel grapples with the responsibilities of being a princess and the overprotective ways of her father. while she wholeheartedly loves eugene, rapunzel does not share his immediate desire to get married and settle down within the castle walls. determined to live life on her own terms, she and her tough-as-nails lady-in-waiting cassandra embark on a secret adventure where they encounter mystical rocks that magically cause rapunzel's long blonde hair to grow back. impossible to break and difficult to hide, rapunzel must learn to embrace her hair and all that it represents."
Cradle 2 the Grave,2003-02-28,2003,6.1,22.144,696,en,"Action, Crime, Drama","['Action', 'Crime', 'Drama']",Action,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",https://image.tmdb.org/t/p/original/8iXpVITXenqPG8gQ0lCFpUMtZIx.jpg,"action crime drama gang leader tony pulls off a major diamond heist with his crew, but cop-turned-criminal ling knows who has the loot and responds by kidnapping tony's daughter and holding her for ransom. unfortunately, tony's lost the diamonds as well. as he frantically searches for his daughter and the jewels, tony pairs with a high-kicking government agent who once worked with ling and seeks revenge on him."
Mune: Guardian of the Moon,2015-02-05,2015,7.3,22.142,443,fr,"Animation, Family, Adventure, Fantasy, Comedy","['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",Animation,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",https://image.tmdb.org/t/p/original/4vzqow7mVUahqA4hHoe2UpQOxy.jpg,"animation family adventure fantasy comedy when a faun named mune becomes the guardian of the moon, little did he had unprepared experience with the moon and an accident that could put both the moon and the sun in danger, including a corrupt titan named necross who wants the sun for himself and placing the balance of night and day in great peril. now with the help of a wax-child named glim and the warrior, sohone who also became the sun guardian, they go out on an exciting journey to get the sun back and restore the moon to their rightful place in the sky."
How to Make Love to a Woman,2010-07-13,2010,4.4,22.122,38,en,"Comedy, Romance","['Comedy', 'Romance']",Comedy,"When Andy hears his girlfriend Lauren sigh after sex, he panics. But even with the help of his friends, porn stars and tantric experts, he continues to stumble in the bedroom, finally realizing that in order to give Lauren the 'O' word, he first needs to say the 'L' word. Starring Josh Meyers, Krysten Ritter, Ian Somerhalder, Jenna Jameson and Ken Jeong.",https://image.tmdb.org/t/p/original/A3LppVfwslUokTyETpclKwGAXSM.jpg,"comedy romance when andy hears his girlfriend lauren sigh after sex, he panics. but even with the help of his friends, porn stars and tantric experts, he continues to stumble in the bedroom, finally realizing that in order to give lauren the 'o' word, he first needs to say the 'l' word. starring josh meyers, krysten ritter, ian somerhalder, jenna jameson and ken jeong."
Melissa P.,2005-11-18,2005,4.3,22.119,462,it,Drama,['Drama'],Drama,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",https://image.tmdb.org/t/p/original/wLOqsIOeN64QUNVwLIm5OVtmVUb.jpg,"drama an adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way."
The Warriors,1979-02-09,1979,7.7,22.118,1600,en,"Action, Thriller","['Action', 'Thriller']",Action,"Prominent gang leader Cyrus calls a meeting of New York's gangs to set aside their turf wars and take over the city. At the meeting, a rival leader kills Cyrus, but a Coney Island gang called the Warriors is wrongly blamed for Cyrus' death. Before you know it, the cops and every gangbanger in town is hot on the Warriors' trail.",https://image.tmdb.org/t/p/original/dBwzi40wo8BCsmOLF57keNs9hYs.jpg,"action thriller prominent gang leader cyrus calls a meeting of new york's gangs to set aside their turf wars and take over the city. at the meeting, a rival leader kills cyrus, but a coney island gang called the warriors is wrongly blamed for cyrus' death. before you know it, the cops and every gangbanger in town is hot on the warriors' trail."
I Kill Giants,2018-01-21,2018,6.2,22.116,995,en,"Fantasy, Drama","['Fantasy', 'Drama']",Fantasy,"Sophia, a new high school student, tries to make friends with Barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior.",https://image.tmdb.org/t/p/original/cvit6HDbXHE6W5kGPd47jd0wthQ.jpg,"fantasy drama sophia, a new high school student, tries to make friends with barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior."
Journey to the Center of the Earth,1959-12-15,1959,7.0,22.115,333,en,"Adventure, Fantasy, Family","['Adventure', 'Fantasy', 'Family']",Adventure,An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,https://image.tmdb.org/t/p/original/p05IVsIdFapSeOBWBkxRp8Os6Yt.jpg,adventure fantasy family an edinburgh professor and assorted colleagues follow an explorer's trail down an extinct icelandic volcano to the earth's center.
Vice,2015-01-16,2015,4.4,22.114,458,en,"Thriller, Science Fiction, Action, Adventure","['Thriller', 'Science Fiction', 'Action', 'Adventure']",Thriller,"Julian Michaels has designed the ultimate resort: VICE, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. When an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between Julian's mercenaries and a cop who is hell-bent on shutting down Vice, and stopping the violence once and for all.",https://image.tmdb.org/t/p/original/cBwZIq1QFasmsC9Wi3HvyEljfYN.jpg,"thriller science fiction action adventure julian michaels has designed the ultimate resort: vice, where anything goes and the customers can play out their wildest fantasies with artificial inhabitants who look, think and feel like humans. when an artificial becomes self-aware and escapes, she finds herself caught in the crossfire between julian's mercenaries and a cop who is hell-bent on shutting down vice, and stopping the violence once and for all."
A Turtle's Tale: Sammy's Adventures,2010-08-03,2010,5.9,22.113,512,en,"Animation, Family","['Animation', 'Family']",Animation,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar.",https://image.tmdb.org/t/p/original/3rl95Ml7Igdkc5QKe2GEUWa1SFU.jpg,"animation family a sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. born on a baja, california beach in 1959, new hatchling sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. thus begins sammy's incredible fifty-year ocean journey. along the way he meets his best friend, a fellow turtle named ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. throughout his voyage, sammy never forgets about shelly - the turtle he saved on his first day and loves passionately from afar."
The Key,1983-10-19,1983,5.9,22.106,290,it,"Drama, Romance","['Drama', 'Romance']",Drama,"After twenty years of marriage, art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé, Nino instigates her sexual interest in him as well. This sets off a chain of unexpected events and emotional complications, as Nino and his unpredictable fascist daughter find that they both enjoy being jealous.",https://image.tmdb.org/t/p/original/e6g2geNLgFzMbriH6EvSJZD78nx.jpg,"drama romance after twenty years of marriage, art professor nino rolfe attempts to break down his wife teresa's conventional modesty. noticing her affection for their daughter's fiancé, nino instigates her sexual interest in him as well. this sets off a chain of unexpected events and emotional complications, as nino and his unpredictable fascist daughter find that they both enjoy being jealous."
The Legend of the Chupacabras,2016-10-21,2016,7.2,22.103,105,es,"Animation, Action, Adventure, Fantasy, Horror","['Animation', 'Action', 'Adventure', 'Fantasy', 'Horror']",Animation,"Leo San Juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""El Chupacabras"".",https://image.tmdb.org/t/p/original/137StSquVSbMhLUB55kmRhMC8t8.jpg,"animation action adventure fantasy horror leo san juan and his team of ""ghostbusters"" continue with their adventures, this time fighting against the mexican monster himself: ""el chupacabras""."
Valkyrie,2008-12-25,2008,6.9,22.102,2932,en,"Drama, Thriller, History, War","['Drama', 'Thriller', 'History', 'War']",Drama,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",https://image.tmdb.org/t/p/original/8eoRtXswC8IQDsqW7iJWO56NhAv.jpg,"drama thriller history war wounded in africa during world war ii, nazi col. claus von stauffenberg returns to his native germany and joins the resistance in a daring plan to create a shadow government and assassinate adolf hitler. when events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the führer."
Ice Soldiers,2013-12-06,2013,5.3,22.101,72,en,"Action, Science Fiction","['Action', 'Science Fiction']",Action,A scientist discovers the bodies of three frozen genetically modified Russians buried in the Canadian North. Upon thawing them out he realizes he has unleashed a deadly threat to Western society and must stop them at all costs.,https://image.tmdb.org/t/p/original/az2B4OTwOs4SQuMyQmBqjYjXBDR.jpg,action science fiction a scientist discovers the bodies of three frozen genetically modified russians buried in the canadian north. upon thawing them out he realizes he has unleashed a deadly threat to western society and must stop them at all costs.
Killing Cabos,2004-07-16,2004,7.9,22.1,110,es,"Comedy, Action, Crime","['Comedy', 'Action', 'Crime']",Comedy,"Oscar Cabos, a multimillionaire tycoon, is being held for ransom--only his captors have nabbed the wrong man. Now, to get their money, they must find the real Cabos--which could get tricky since he's been counter-kidnapped by his future son-in-law and impersonated by his childhood friend (now his janitor), Nacho.",https://image.tmdb.org/t/p/original/d6fY8CZH2UyFlFi8r8odbJR0YEt.jpg,"comedy action crime oscar cabos, a multimillionaire tycoon, is being held for ransom--only his captors have nabbed the wrong man. now, to get their money, they must find the real cabos--which could get tricky since he's been counter-kidnapped by his future son-in-law and impersonated by his childhood friend (now his janitor), nacho."
The Saint,2017-07-11,2017,5.3,22.09,235,en,"Action, Adventure, Crime","['Action', 'Adventure', 'Crime']",Action,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",https://image.tmdb.org/t/p/original/n8tsrPLem70exhXHfSausV7FlPx.jpg,"action adventure crime international master thief, simon templar, also known as the saint, is asked by a desperate rich man to find his kidnapped daughter. however, in addition to evading the authorities, simon must face a dangerous adversary from his past."
World's Greatest Dad,2009-08-20,2009,6.5,22.084,451,en,"Comedy, Romance, Drama","['Comedy', 'Romance', 'Drama']",Comedy,"In the wake of a freak accident, Lance suffers the worst tragedy and the greatest opportunity of his life. He is suddenly faced with the possibility of fame, fortune and popularity, if he can only live with the knowledge of how he got there.",https://image.tmdb.org/t/p/original/l3pWSSYDdCJLTzbnVaGJlGt0mtV.jpg,"comedy romance drama in the wake of a freak accident, lance suffers the worst tragedy and the greatest opportunity of his life. he is suddenly faced with the possibility of fame, fortune and popularity, if he can only live with the knowledge of how he got there."
Pokémon: Zoroark - Master of Illusions,2010-07-10,2010,6.6,22.079,152,ja,"Family, Animation, Adventure, Fantasy","['Family', 'Animation', 'Adventure', 'Fantasy']",Family,Ash and his friends must stop a greedy media mogul from using the shape-shifting Zoroark to capture the time-travelling Celebi.,https://image.tmdb.org/t/p/original/tWgH64RZmm2rIHtO2DNnfN3DZa8.jpg,family animation adventure fantasy ash and his friends must stop a greedy media mogul from using the shape-shifting zoroark to capture the time-travelling celebi.
Paranormal Movie,2013-04-08,2013,4.1,22.078,20,en,Comedy,['Comedy'],Comedy,"A man, long haunted by the paranormal, captures on camera the horror and hilarity he and his beautiful girlfriend encounter after moving into a new home.",https://image.tmdb.org/t/p/original/sS8Q1Ukpobhe2ylsEVmeK6wbys5.jpg,"comedy a man, long haunted by the paranormal, captures on camera the horror and hilarity he and his beautiful girlfriend encounter after moving into a new home."
"Ed, Edd n Eddy's Big Picture Show",2009-11-08,2009,7.2,22.076,82,en,"Comedy, Animation, Adventure, TV Movie","['Comedy', 'Animation', 'Adventure', 'TV Movie']",Comedy,"When a scam goes horribly wrong and leaves the neighborhood kids furious, the Eds embark on a journey to find Eddy's brother in the ""Ed, Edd, n Eddy"" series finale.",https://image.tmdb.org/t/p/original/uVEk216PiUiGrG6Lxo71NqgdZ7Z.jpg,"comedy animation adventure tv movie when a scam goes horribly wrong and leaves the neighborhood kids furious, the eds embark on a journey to find eddy's brother in the ""ed, edd, n eddy"" series finale."
Rosario Tijeras,2005-08-12,2005,6.1,22.072,47,es,"Crime, Romance, Drama","['Crime', 'Romance', 'Drama']",Crime,"Rosario Tijeras has been abused by men all her life, initially by her stepfather. Years later, she works as a paid assassin, seducing men and killing them when they least expect it. She meets Emilio, a wealthy womanizer, and his best friend, Antonio, at a nightclub, and starts an affair with Emilio despite Antonio's growing feelings for her. But circumstances bring her closer to Antonio, until her past catches up with her in a devastating way.",https://image.tmdb.org/t/p/original/eRD2E8EvX1tyysTdgQrmyWtDjJZ.jpg,"crime romance drama rosario tijeras has been abused by men all her life, initially by her stepfather. years later, she works as a paid assassin, seducing men and killing them when they least expect it. she meets emilio, a wealthy womanizer, and his best friend, antonio, at a nightclub, and starts an affair with emilio despite antonio's growing feelings for her. but circumstances bring her closer to antonio, until her past catches up with her in a devastating way."
End of Watch,2012-09-20,2012,7.3,22.066,2562,en,"Crime, Drama, Thriller","['Crime', 'Drama', 'Thriller']",Crime,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,https://image.tmdb.org/t/p/original/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,crime drama thriller two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.
Bridesmaids,2011-05-13,2011,6.5,22.058,3739,en,"Comedy, Romance","['Comedy', 'Romance']",Comedy,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",https://image.tmdb.org/t/p/original/cruSkSZJEmv9pbDoHBwdHdsnvHO.jpg,"comedy romance annie's life is a mess. but when she finds out her lifetime best friend is engaged, she simply must serve as lillian's maid of honor. though lovelorn and broke, annie bluffs her way through the expensive and bizarre rituals. with one chance to get it perfect, she’ll show lillian and her bridesmaids just how far you’ll go for someone you love."
Psychokinesis,2018-01-31,2018,6.2,22.057,221,ko,"Fantasy, Action","['Fantasy', 'Action']",Fantasy,"An ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process.",https://image.tmdb.org/t/p/original/tyTAYYWHyfDcAXYmNa0ifm1JrD.jpg,"fantasy action an ordinary guy suddenly finds he has superpowers he can use to help his spirited daughter and the people around them, but he also runs into trouble in the process."
Lucky Number Slevin,2006-02-24,2006,7.5,22.053,3300,en,"Drama, Thriller, Crime, Mystery","['Drama', 'Thriller', 'Crime', 'Mystery']",Drama,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",https://image.tmdb.org/t/p/original/x21s3p5wPww534nYj1cWakTcqz4.jpg,"drama thriller crime mystery slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. under constant watch, slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma."
Collateral,2004-08-04,2004,7.2,22.052,4229,en,"Drama, Crime, Thriller","['Drama', 'Crime', 'Thriller']",Drama,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,https://image.tmdb.org/t/p/original/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,drama crime thriller cab driver max picks up a man who offers him $600 to drive him around. but the promise of easy money sours when max realizes his fare is an assassin.
The Goldfinch,2019-09-12,2019,7.2,22.046,643,en,Drama,['Drama'],Drama,"A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime.",https://image.tmdb.org/t/p/original/8NwONmcJmPr0w9A176JorJ3tbJx.jpg,"drama a boy in new york is taken in by a wealthy family after his mother is killed in a bombing at the metropolitan museum of art. in a rush of panic, he steals 'the goldfinch', a painting that eventually draws him into a world of crime."
Mary Queen of Scots,2018-12-07,2018,6.6,22.029,1456,en,"Drama, History","['Drama', 'History']",Drama,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",https://image.tmdb.org/t/p/original/b5RMzLAyq5QW6GtN9sIeAEMLlBI.jpg,"drama history in 1561, mary stuart, widow of the king of france, returns to scotland, reclaims her rightful throne and menaces the future of queen elizabeth i as ruler of england, because she has a legitimate claim to the english throne. betrayals, rebellions, conspiracies and their own life choices imperil both queens. they experience the bitter cost of power, until their tragic fate is finally fulfilled."
Ravenous,2017-09-23,2017,5.9,22.029,297,fr,"Horror, Drama, Science Fiction","['Horror', 'Drama', 'Science Fiction']",Horror,"In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.",https://image.tmdb.org/t/p/original/vQXHw77K9rtUDMbbtk5qK7aXC7V.jpg,"horror drama science fiction in an isolated rural community of quebec, canada, some inhabitants attack other people, hungry for human flesh. a few survivors gather and go deep into the forest to escape them."
Hey Arnold! The Jungle Movie,2017-11-23,2017,7.6,22.024,179,en,"Family, Comedy, Animation, Adventure","['Family', 'Comedy', 'Animation', 'Adventure']",Family,"When their trip to San Lorenzo takes a turn for the worst, Arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to Arnold's parents' disappearance.",https://image.tmdb.org/t/p/original/f80CCFB1Fd41z0Sqg3OYbMuzybt.jpg,"family comedy animation adventure when their trip to san lorenzo takes a turn for the worst, arnold and his classmate’s only hope of getting home is retracing the dangerous path that led to arnold's parents' disappearance."
Outlaw King,2018-09-06,2018,6.8,22.023,1205,en,"Action, History, Drama, War","['Action', 'History', 'Drama', 'War']",Action,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",https://image.tmdb.org/t/p/original/rT49ousKUWN3dV7UlhaC9onTNdl.jpg,"action history drama war forced into exile by the english after being crowned king of scotland, legendary warrior robert the bruce fights to reclaim the throne."
"Extremely Wicked, Shockingly Evil and Vile",2019-05-02,2019,7.0,22.021,2788,en,Crime,['Crime'],Crime,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",https://image.tmdb.org/t/p/original/zSuJ3r5zr5T26tTxyygHhgkUAIM.jpg,"crime a chronicle of the crimes of ted bundy, from the perspective of his longtime girlfriend, elizabeth kloepfer, who refused to believe the truth about him for years."
Gully,2021-06-04,2021,4.7,22.017,24,en,"Drama, Crime","['Drama', 'Crime']",Drama,"A slightly dystopian vision of LA, we follow three disaffected teenagers, Jessie, Calvin and Nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life.",https://image.tmdb.org/t/p/original/dydDu5jkXXXyxgx1THa9BQLkGq0.jpg,"drama crime a slightly dystopian vision of la, we follow three disaffected teenagers, jessie, calvin and nicky, all victims of extreme childhoods, running supreme hedonistic riot as they try to work out a way in life."
